#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonymns Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
63721	177431	182211	42551	47070	C01B10.8	C04E12.6	C01B10.8	C04E12.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63722	177431	192006	42551	56498	C01B10.8	C09H5.6	C01B10.8	str-131	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63723	177431	176149	42551	41355	C01B10.8	C14B9.8	C01B10.8	C14B9.8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63724	177431	182619	42551	47467	C01B10.8	C14F11.4	C01B10.8	C14F11.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63725	177431	172768	42551	38196	C01B10.8	C17E4.5	C01B10.8	pabp-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63726	177431	180735	42551	45670	C01B10.8	C46C11.3	C01B10.8	C46C11.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63727	177431	183755	42551	48565	C01B10.8	C53C11.2	C01B10.8	C53C11.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63728	177431	185800	42551	50559	C01B10.8	F45E6.4	C01B10.8	lips-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63729	177431	185827	42551	50585	C01B10.8	F46A9.2	C01B10.8	F46A9.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63730	177431	175696	42551	40927	C01B10.8	F54D8.1	C01B10.8	dpy-17	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63731	177431	186563	42551	51300	C01B10.8	F59A1.11	C01B10.8	F59A1.11	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63732	177431	186872	42551	51585	C01B10.8	K02D3.1	C01B10.8	K02D3.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63733	177431	173496	42551	38871	C01B10.8	T13B5.8	C01B10.8	sut-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63734	177431	177162	42551	42298	C01B10.8	W03D2.5	C01B10.8	wrt-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63735	177431	180852	42551	45785	C01B10.8	W06B11.1	C01B10.8	W06B11.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63736	177431	189281	42551	53928	C01B10.8	W07G1.5	C01B10.8	W07G1.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63737	177431	173436	42551	38813	C01B10.8	W10D9.5	C01B10.8	W10D9.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63738	177431	180324	42551	45284	C01B10.8	Y113G7B.23	C01B10.8	psa-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63739	177431	190381	42551	54972	C01B10.8	Y58A7A.1	C01B10.8	Y58A7A.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63740	177431	174464	42551	39789	C01B10.8	ZK1067.7	C01B10.8	pqn-95	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63741	177431	191687	42551	56186	C01B10.8	ZK84.6	C01B10.8	ins-6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63742	177732	179737	42838	44757	C01F6.2	K10C8.3	C01F6.2	K10C8.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63743	177732	172948	42838	38361	C01F6.2	T22A3.3	C01F6.2	lst-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63744	177732	179051	42838	44096	C01F6.2	ZK1055.7	C01F6.2	ZK1055.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63745	177415	181480	42536	46381	C01G5.8	F54B11.3	C01G5.8	unc-84	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63746	177415	266820	42536	57309	C01G5.8	K12C11.2	C01G5.8	smo-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63748	172174	177736	37632	42842	C01G8.5	C01F6.6	erm-1	tag-60	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63749	172174	180653	37632	45591	C01G8.5	C18B2.5	erm-1	C18B2.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63750	172174	175638	37632	40872	C01G8.5	C38D4.6	erm-1	pal-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63752	172174	180947	37632	45876	C01G8.5	H22K11.1	erm-1	asp-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63753	172174	176453	37632	41646	C01G8.5	T07C4.1	erm-1	umps-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63754	178771	179138	43827	44182	C02A12.1	C54F6.14	gst-33	ftn-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63755	178771	171934	43827	37409	C02A12.1	D1037.3	gst-33	ftn-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63756	178771	173321	43827	38706	C02A12.1	Y105E8B.4	gst-33	bath-40	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63757	176164	176613	41368	41793	C02F5.1	C18D11.4	knl-1	rsp-8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63758	176164	180781	41368	45716	C02F5.1	C42D8.2	knl-1	vit-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63759	176164	178711	41368	43772	C02F5.1	F15E11.15	knl-1	F15E11.15	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63760	176164	177921	41368	43023	C02F5.1	K11E8.1	knl-1	unc-43	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63761	176164	181577	41368	46474	C02F5.1	T04C10.2	knl-1	epn-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63762	176161	174254	41365	39587	C02F5.9	C06A8.1	pbs-6	C06A8.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63763	176161	177467	41365	42587	C02F5.9	C06G3.6	pbs-6	C06G3.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63764	176161	182401	41365	47253	C02F5.9	C08E3.9	pbs-6	fbxa-166	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63765	176161	172134	41365	37595	C02F5.9	C30F8.2	pbs-6	vha-16	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63766	176161	180485	41365	45435	C02F5.9	D1005.1	pbs-6	D1005.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63767	176161	185757	41365	50516	C02F5.9	F44G3.9	pbs-6	nhr-111	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63768	176161	187639	41365	52326	C02F5.9	R06C1.3	pbs-6	wve-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63769	176161	178732	41365	43789	C02F5.9	W02G9.3	pbs-6	W02G9.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63770	176161	176637	41365	41817	C02F5.9	Y79H2A.1	pbs-6	brp-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63771	176161	191159	41365	55704	C02F5.9	ZC411.1	pbs-6	ZC411.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63772	176161	176348	41365	41543	C02F5.9	ZK1098.4	pbs-6	ZK1098.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63773	182136	181800	46997	46670	C03A7.4	AC3.3	pqn-5	abu-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63774	182136	178904	46997	43954	C03A7.4	C03A7.14	pqn-5	abu-8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63775	182136	182136	46997	46997	C03A7.4	C03A7.4	pqn-5	pqn-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63776	182136	174652	46997	39966	C03A7.4	C09G5.5	pqn-5	col-80	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63777	182136	173944	46997	39286	C03A7.4	C17G10.5	pqn-5	lys-8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63778	182136	175879	46997	41100	C03A7.4	C23G10.3	pqn-5	rps-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63779	182136	171949	46997	37423	C03A7.4	C32E8.2	pqn-5	rpl-13	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63780	182136	172489	46997	37931	C03A7.4	F07A5.2	pqn-5	F07A5.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63781	182136	178926	46997	43975	C03A7.4	F08F3.7	pqn-5	cyp-14A5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63782	182136	173840	46997	39194	C03A7.4	F11G11.11	pqn-5	col-20	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63783	182136	174955	46997	40251	C03A7.4	F29C12.1	pqn-5	pqn-32	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63784	182136	181340	46997	46248	C03A7.4	F29G6.3	pqn-5	F29G6.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63785	182136	175207	46997	40481	C03A7.4	F30H5.3	pqn-5	F30H5.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63786	182136	180616	46997	45557	C03A7.4	F40F4.3	pqn-5	lbp-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63787	182136	185709	46997	50469	C03A7.4	F43E2.5	pqn-5	F43E2.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63788	182136	177865	46997	42968	C03A7.4	F44D12.4	pqn-5	F44D12.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63789	182136	174059	46997	39399	C03A7.4	F58F12.1	pqn-5	F58F12.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63790	182136	172799	46997	38224	C03A7.4	K07A1.8	pqn-5	ile-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63791	182136	175107	46997	40388	C03A7.4	K10H10.2	pqn-5	beta-synthase	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63792	182136	179627	46997	44651	C03A7.4	K12G11.3	pqn-5	sodh-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63793	182136	175455	46997	40696	C03A7.4	M01F1.2	pqn-5	rpl-16	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63794	182136	174597	46997	39916	C03A7.4	M02G9.1	pqn-5	M02G9.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63795	182136	174337	46997	39666	C03A7.4	M195.2	pqn-5	M195.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63796	182136	187751	46997	52434	C03A7.4	R09F10.7	pqn-5	pqn-57	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63797	182136	176071	46997	41279	C03A7.4	R13A5.8	pqn-5	rpl-9	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63798	182136	173404	46997	38784	C03A7.4	T01D1.6	pqn-5	abu-11	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63799	182136	172805	46997	38230	C03A7.4	T05F1.3	pqn-5	rps-19	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63800	182136	171977	46997	37450	C03A7.4	T20F5.4	pqn-5	T20F5.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63801	182136	178122	46997	43217	C03A7.4	VZK822L.1	pqn-5	fat-6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63802	182136	174746	46997	40053	C03A7.4	W02B12.1	pqn-5	phospholipase	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63803	182136	189167	46997	53817	C03A7.4	W03G1.5	pqn-5	W03G1.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63804	182136	179709	46997	44730	C03A7.4	W04D2.1	pqn-5	atn-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63805	182136	176499	46997	41686	C03A7.4	W09D10.1	pqn-5	W09D10.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63806	182136	179428	46997	44458	C03A7.4	Y22F5A.4	pqn-5	lys-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63807	182136	179429	46997	44459	C03A7.4	Y22F5A.5	pqn-5	lys-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63808	182136	173858	46997	39211	C03A7.4	Y38A8.2	pqn-5	pbs-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63809	182136	180264	46997	45226	C03A7.4	Y39B6A.1	pqn-5	Y39B6A.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63810	182136	178289	46997	43378	C03A7.4	Y67H2A.6	pqn-5	csn-6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63811	182136	180221	46997	45188	C03A7.4	Y69H2.3	pqn-5	Y69H2.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63812	182136	171853	46997	37332	C03A7.4	Y71F9AL.13	pqn-5	rpl-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63813	182136	174464	46997	39789	C03A7.4	ZK1067.7	pqn-5	pqn-95	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63814	175525	175525	40762	40762	C03C10.3	C03C10.3	rnr-2	rnr-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63815	182190	178072	47050	43169	C04B4.3	H21P03.3	lips-2	sms-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63816	182195	172687	47055	38120	C04C3.2	DY3.2	lgc-9	lmn-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63817	172817	177342	38241	42464	C04F12.3	B0547.1	ikb-1	csn-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63818	172817	172817	38241	38241	C04F12.3	C04F12.3	ikb-1	ikb-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63819	172817	180497	38241	45446	C04F12.3	C36C9.1	ikb-1	C36C9.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63820	172817	175840	38241	41061	C04F12.3	F25B5.4	ikb-1	ubq-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63821	172817	175844	38241	41065	C04F12.3	F25B5.7	ikb-1	psf-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63822	172817	175946	38241	41162	C04F12.3	F37A4.9	ikb-1	bath-41	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63823	172817	173558	38241	38927	C04F12.3	F52C6.2	ikb-1	F52C6.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63824	172817	176295	38241	41494	C04F12.3	F54G8.4	ikb-1	nhl-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63825	172817	186725	38241	51447	C04F12.3	H12C20.5	ikb-1	srx-90	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63826	172817	172589	38241	38024	C04F12.3	K04G2.6	ikb-1	K04G2.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63827	172817	187528	38241	52219	C04F12.3	R02F2.5	ikb-1	R02F2.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63828	172817	188067	38241	52741	C04F12.3	T04F8.7	ikb-1	T04F8.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63829	172817	180534	38241	45479	C04F12.3	T14F9.1	ikb-1	vha-15	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63830	172817	180264	38241	45226	C04F12.3	Y39B6A.1	ikb-1	Y39B6A.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63831	172817	179051	38241	44096	C04F12.3	ZK1055.7	ikb-1	ZK1055.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63832	172817	181324	38241	46233	C04F12.3	ZK455.1	ikb-1	aco-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63833	182229	175638	47088	40872	C04F12.9	C38D4.6	rnh-1.3	pal-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63834	182229	179345	47088	44383	C04F12.9	F25B3.6	rnh-1.3	F25B3.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63835	182229	172372	47088	37823	C04F12.9	F57B10.5	rnh-1.3	F57B10.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63836	182229	177203	47088	42335	C04F12.9	Y24D9A.4	rnh-1.3	rpl-7A	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63837	182229	176660	47088	41839	C04F12.9	Y49E10.6	rnh-1.3	his-72	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63839	174551	173728	39871	39084	C05C10.5	F54D10.7	C05C10.5	F54D10.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63840	179117	179117	44162	44162	C05C8.6	C05C8.6	C05C8.6	C05C8.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63841	179117	177706	44162	42814	C05C8.6	C27B7.4	C05C8.6	rad-26	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63842	179117	185407	44162	50180	C05C8.6	F37B1.1	C05C8.6	gst-24	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63843	179117	178363	44162	43447	C05C8.6	F52B11.1	C05C8.6	F52B11.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63844	179117	179045	44162	44090	C05C8.6	K04A8.6	C05C8.6	dre-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63846	179117	180302	44162	45263	C05C8.6	Y116F11B.12	C05C8.6	gly-4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63847	179117	189381	44162	54022	C05C8.6	Y7A5A.2	C05C8.6	Y7A5A.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63848	175912	175526	41130	40763	C05D11.10	C03C10.4	C05D11.10	C03C10.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63849	175912	180521	41130	45466	C05D11.10	F49H12.3	C05D11.10	F49H12.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63850	175912	187516	41130	52207	C05D11.10	R01H10.6	C05D11.10	bbs-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63851	175912	172948	41130	38361	C05D11.10	T22A3.3	C05D11.10	lst-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63852	175912	179049	41130	44094	C05D11.10	ZK1055.1	C05D11.10	hcp-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63853	180468	182792	45421	47636	C05D9.1	C18E9.9	snx-1	C18E9.9	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63854	180468	178230	45421	43322	C05D9.1	C36H8.1	snx-1	C36H8.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63855	180468	174475	45421	39799	C05D9.1	D2013.2	snx-1	wdfy-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63856	180468	177629	45421	42742	C05D9.1	F17E9.5	snx-1	F17E9.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63857	180468	172915	45421	38331	C05D9.1	F25D7.1	snx-1	cup-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63858	180468	174994	45421	40286	C05D9.1	F45H10.4	snx-1	drr-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63859	180468	187528	45421	52219	C05D9.1	R02F2.5	snx-1	R02F2.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63860	180468	179981	45421	44982	C05D9.1	W06A7.3	snx-1	ret-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63861	180468	176830	45421	41993	C05D9.1	Y38C1AA.7	snx-1	Y38C1AA.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63862	180468	190399	45421	54989	C05D9.1	Y59A8B.22	snx-1	Y59A8B.22	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63863	180468	176656	45421	41835	C05D9.1	Y75B8A.35	snx-1	zip-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63864	182275	171792	47133	37278	C05G5.1	Y39G10AR.8	C05G5.1	Y39G10AR.8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63865	182325	172061	47180	37526	C06E4.2	D1007.6	C06E4.2	rps-10	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
63866	182325	177552	47180	42670	C06E4.2	F33D4.6	C06E4.2	F33D4.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
